GRAPH 120 2039:
   84 -- 119
   32 --  85
   18 --  88
   10 --  77
    4 --  27
   46 --  47
   20 --  38
   12 --  75
   23 --  59
   82 --  94
   36 --  65
   37 --  93
   54 --  63
   32 --  33
   13 --  65
    5 --  36
   61 --  71
   14 -- 113
   88 --  91
   51 --  81
   52 --  65
   17 --  33
    7 --  50
   63 --  81
   37 --  46
   29 --  65
   28 --  85
   42 --  59
   16 --  58
   36 --  53
    2 -- 101
   49 --  91
   39 --  40
   17 --  93
    8 -- 118
   56 --  80
   85 -- 104
   33 --  82
   14 --  44
   21 --  70
   43 --  89
   63 -- 106
   56 --  63
   20 --  45
  105 -- 109
   12 --  66
   23 --  48
   37 --  70
    2 --  40
   49 --  96
   32 --  56
   22 --  47
    5 --  45
   70 -- 117
   27 --  80
   39 --  80
    8 --  49
   31 --  68
    9 --  22
   18 --  59
   47 --  97
   64 --  74
   19 --  77
   28 --  96
   29 -- 110
   89 -- 118
   90 -- 108
   62 -- 109
   27 --  29
   18 --  74
   14 --  55
   21 --  79
   35 --  77
   26 --  58
   46 --  57
   48 --  99
   96 -- 109
   25 --  39
   28 --  52
    2 --  35
   37 --  79
   19 --  25
   93 --  98
   94 -- 112
   71 -- 118
   27 --  41
   40 --  47
   39 --  73
   15 --  77
   42 --  45
   23 --  29
   53 --  93
   49 --  85
   41 --  48
   26 -- 113
   27 -- 101
   74 --  87
   38 --  49
   51 -- 107
   17 --  79
   64 --  65
   15 --  17
   41 --  65
   42 --  81
    5 -- 107
   10 -- 102
   13 --  27
   31 -- 113
   35 -- 114
    7 -- 101
   59 -- 104
   69 --  97
   25 --  40
   45 --  85
